invoice_number,invoice_date,taxable_value,cgst,sgst,igst,total_tax,total_value,place_of_supply,reverse_charge,seller_gstin,seller_name,buyer_gstin,buyer_name
SI-2425-0294,2024-06-24,2401397.69,0.0,0.0,432251.58,,2833649.27,29,,35SHYPB4339MYZD,,,
SI/2425/0111,2024-06-24,1110423.71,0.0,0.0,219416.29,,1329840.0,04,,21KRMAH2280HJZ4,,,
SI-2425-0294,2024-06-24,2401397.69,0.0,0.0,432251.58,,2833649.27,29,,35SHYPB4339MYZD,,,
TAX/2425/000150,2024-06-22,2815844.81,0.0,0.0,506852.07,,3322696.88,05,,08BYBAH1011VBZU,,,
TAX/2425/279,2024-06-22,2736069.66,0.0,0.0,328328.36,,3064398.02,04,,08BYBAH1011VBZU,,,
GST-2425-286,2024-06-22,309036.24,0.0,0.0,15451.81,,324488.05,07,,26YKTPZ6224A9ZY,,,
TAX/2425/000150,2024-06-22,2815844.81,0.0,0.0,506852.07,,3322696.88,05,,08BYBAH1011VBZU,,,
TAX/2425/279,2024-06-22,2736069.66,0.0,0.0,328328.36,,3064398.02,04,,08BYBAH1011VBZU,,,
GST-2425-286,2024-06-22,309036.24,0.0,0.0,15451.81,,324488.05,07,,26YKTPZ6224A9ZY,,,
TAX/2425/00410,2024-06-21,2930881.45,0.0,0.0,351705.77,,3282587.22,05,,07FGYBH3187TAZK,,,
B2B-2425-000563,2024-06-21,4160792.86,0.0,0.0,748942.71,,4909735.57,01,,34UKYPI8225VZZF,,,
2425600,2024-06-21,4531259.84,0.0,0.0,815626.77,,5346886.61,10,,27BMFJL3720GXZO,,,
TAX/2425/00410,2024-06-21,2930881.45,0.0,0.0,351705.77,,3282587.22,05,,07FGYBH3187TAZK,,,
B2B-2425-000563,2024-06-21,4160792.86,0.0,0.0,748942.71,,4909735.57,01,,34UKYPI8225VZZF,,,
2425600,2024-06-21,4531259.84,0.0,0.0,815626.77,,5346886.61,10,,27BMFJL3720GXZO,,,
SI-2425-00449,2024-06-20,1120783.21,0.0,0.0,134493.99,,1255277.2,02,,05JRSBT6524IEZE,,,
SI/2425/575,2024-06-20,2399591.38,0.0,0.0,431926.45,,2831517.83,02,,20KPNGG6321U7ZL,,,
SI-2425-00449,2024-06-20,1120783.21,0.0,0.0,134493.99,,1255277.2,02,,05JRSBT6524IEZE,,,
SI2425039,2024-06-19,1634424.73,0.0,0.0,294196.45,,1928621.18,26,,20SOELV7154AUZ7,,,
SI242500168,2024-06-19,21898.57,0.0,0.0,3941.74,,25840.31,07,,04CJJGW2962SNZ4,,,
SI242500418,2024-06-19,2994387.21,0.0,0.0,838428.42,,3832815.63,07,,35NGQBJ4498IXZA,,,
SI2425039,2024-06-19,1717195.47,0.0,0.0,294196.45,,2011391.92,26,,20SOELV7154AUZ7,,,
SI242500168,2024-06-19,21898.57,0.0,0.0,3941.74,,25840.31,07,,04CJJGW2962SNZ4,,,
242500063,2024-06-18,2984804.78,0.0,0.0,835745.34,,3820550.12,05,,18PSFGQ4980NTZ8,,,
B2B-2425-0083,2024-06-18,3957539.76,0.0,0.0,712357.16,,4669896.92,36,,14JXHTN3667Y5ZQ,,,
TAX/2425/0516,2024-06-18,4888906.67,0.0,0.0,880003.2,,5768909.87,34,,01DEMBO8806RVZQ,,,
B2B-2425-0083,2024-06-18,3957539.76,0.0,0.0,712357.16,,4669896.92,36,,14JXHTN3667Y5ZQ,,,
TAX/2425/0516,2024-06-18,4888906.67,0.0,0.0,880003.2,,5768909.87,34,,01DEMBO8806RVZQ,,,
GST24250269,2024-06-17,1565308.8,0.0,0.0,281755.58,,1847064.38,37,,06NQQPY4472HPZ3,,,
GST2425331,2024-06-15,2212295.88,0.0,0.0,398213.26,,2610509.14,26,,34OPAAH0035IGZK,,,
SI-2425-00332,2024-06-15,3341049.69,0.0,0.0,601388.94,,3942438.63,04,,20OUNAT3098ZWZV,,,
GST/2425/00367,2024-06-15,418420.47,0.0,0.0,50210.46,,468630.93,12,,06JISJR0069HKZG,,,
GST2425331,2024-06-15,2212295.88,0.0,0.0,398213.26,,2610509.14,26,,34OPAAH0035IGZK,,,
GST/2425/00367,2024-06-15,418420.47,0.0,0.0,50210.46,,468630.93,12,,06JISJR0069HKZG,,,
TAX/2425/000134,2024-06-14,1451674.61,0.0,0.0,0.0,,1451674.61,16,,27BMFJL3720GXZO,,,
TAX/2425/000134,2024-06-14,1451674.61,203234.45,203234.45,0.0,,1858143.51,16,,27BMFJL3720GXZO,,,
INV/2425/00189,2024-06-13,68471.02,0.0,0.0,12324.78,,80795.8,07,,20OUNAT3098ZWZV,,,
TAX/2425/000298,2024-06-13,3474992.03,0.0,0.0,173749.6,,3648741.63,26,,01DEMBO8806RVZQ,,,
INV/2425/00189,2024-06-13,68471.02,0.0,0.0,12324.78,,80795.8,07,,20OUNAT3098ZWZV,,,
TAX/2425/000298,2024-06-13,3474992.03,0.0,0.0,173749.6,,3648741.63,26,,01DEMBO8806RVZQ,,,
TAX242500361,2024-06-12,954591.42,0.0,0.0,171826.46,,1126417.88,32,,12BUHHN1557FAZ2,,,
SI/2425/00565,2024-06-12,3284444.98,0.0,0.0,591200.1,,3875645.08,32,,07UECLL4476UDZZ,,,
TAX-2425-573,2024-06-12,1203347.85,0.0,0.0,216602.61,,1419950.46,21,,09VCYCP9274P5Z3,,,
GST242500586,2024-06-12,2746808.15,0.0,0.0,494425.47,,3241233.62,26,,20OUNAT3098ZWZV,,,
TAX242500361,2024-06-12,954591.42,0.0,0.0,171826.46,,1126417.88,32,,12BUHHN1557FAZ2,,,
SI/2425/00565,2024-06-12,3284444.98,0.0,0.0,591200.1,,3875645.08,32,,07UECLL4476UDZZ,,,
TAX-2425-573,2024-06-12,1203347.85,0.0,0.0,216602.61,,1419950.46,21,,09VCYCP9274P5Z3,,,
GST242500586,2024-06-12,2746808.15,0.0,0.0,494425.47,,3241233.62,26,,20OUNAT3098ZWZV,,,
B2B-2425-00287,2024-06-11,1907905.3,0.0,0.0,534213.48,,2442118.78,10,,33NZJPJ8685WOZ1,,,
B2B-2425-00287,2024-06-11,1907905.3,0.0,0.0,534213.48,,2442118.78,10,,33NZJPJ8685WOZ1,,,
TAX2425000018,2024-06-10,1037501.18,0.0,0.0,186750.21,,1224251.39,17,,32DMTBE6740M8Z7,,,
GST-2425-143,2024-06-10,4243126.86,0.0,0.0,509175.22,,4752302.08,07,,17KRMAH2280H5Z7,,,
TAX2425000018,2024-06-10,1037501.18,0.0,0.0,186750.21,,1224251.39,17,,32DMTBE6740M8Z7,,,
GST-2425-143,2024-06-10,4243126.86,0.0,0.0,509175.22,,4752302.08,07,,17KRMAH2280H5Z7,,,
TAX-2425-213,2024-06-09,2771864.56,0.0,0.0,498935.62,,3270800.18,20,,22SAYPV7763CRZW,,,
TAX/2425/0498,2024-06-09,3041941.92,0.0,0.0,0.0,,3041941.92,23,,07FGYBH3187TAZK,,,
TAX-2425-213,2024-06-09,2515393.83,0.0,0.0,498935.62,,3014329.45,20,,22SAYPV7763CRZW,,,
TAX/2425/0498,2024-06-09,3041941.92,0.0,0.0,0.0,,3041941.92,23,,07FGYBH3187TAZK,,,
2425/00329,2024-06-08,590263.27,14756.58,14756.58,0.0,,619776.43,01,,01TLXTG7331WGZ2,,,
2425/00329,2024-06-08,590263.27,14756.58,14756.58,0.0,,619776.43,01,,01TLXTG7331WGZ2,,,
GST/2425/000195,2024-06-07,1454917.11,203688.4,203688.4,0.0,,1862293.91,01,,01ANHAR2967D4ZW,,,
SI2425205,2024-06-07,186003.97,0.0,0.0,33480.71,,219484.68,07,,20QLRJJ6143SPZR,,,
GST-2425-0397,2024-06-07,3584980.66,0.0,0.0,430197.68,,4015178.34,34,,18PSFGQ4980NTZ8,,,
TAX-2425-00508,2024-06-07,495683.31,0.0,0.0,0.0,,495683.31,22,,34RHBCP5429NBZ0,,,
GST/2425/000195,2024-06-07,1454917.11,203688.4,203688.4,0.0,,1862293.91,01,,01ANHAR2967D4ZW,,,
SI2425205,2024-06-07,186003.97,0.0,0.0,33480.71,,219484.68,07,,20QLRJJ6143SPZR,,,
GST-2425-0397,2024-06-07,3584980.66,0.0,0.0,430197.68,,4015178.34,34,,18PSFGQ4980NTZ8,,,
TAX-2425-00508,2024-06-07,495683.31,0.0,0.0,0.0,,495683.31,22,,34RHBCP5429NBZ0,,,
INV/2425/0014,2024-06-06,2514816.07,0.0,0.0,452666.89,,2967482.96,35,,27BMFJL3720GXZO,,,
SI-2425-000455,2024-06-06,4917841.82,0.0,0.0,885211.53,,5803053.35,26,,13ZNDJR1569RGZM,,,
INV/2425/0014,2024-06-06,2514816.07,0.0,0.0,452666.89,,2967482.96,35,,27BMFJL3720GXZO,,,
SI-2425-000455,2024-06-06,4917841.82,0.0,0.0,885211.53,,5803053.35,26,,13ZNDJR1569RGZM,,,
SI/2425/0067,2024-06-05,501125.24,0.0,0.0,90202.54,,591327.78,12,,18GDFBX5712POZS,,,
2425000507,2024-06-05,2251805.88,0.0,0.0,405325.06,,2657130.94,20,,07FGYBH3187TAZK,,,
SI/2425/0067,2024-06-05,501125.24,0.0,0.0,90202.54,,591327.78,12,,18GDFBX5712POZS,,,
2425000507,2024-06-05,2251805.88,0.0,0.0,405325.06,,2657130.94,20,,07FGYBH3187TAZK,,,
24250519,2024-06-04,2025935.4,0.0,0.0,364668.37,,2390603.77,29,,20KPNGG6321U7ZL,,,
24250519,2024-06-04,2025935.4,0.0,0.0,364668.37,,2390603.77,29,,20KPNGG6321U7ZL,,,
GST242500151,2024-06-03,4860223.1,0.0,0.0,243011.15,,5103234.25,01,,10ZICJD5474UMZ1,,,
TAX-2425-000196,2024-06-03,2441806.72,0.0,0.0,122090.34,,2563897.06,24,,36FGYBH3187T9ZK,,,
GST242500151,2024-06-03,4860223.1,0.0,0.0,243011.15,,5103234.25,01,,10ZICJD5474UMZ1,,,
TAX-2425-000196,2024-06-03,2441806.72,0.0,0.0,122090.34,,2563897.06,24,,36FGYBH3187T9ZK,,,
TAX/2425/00320,2024-06-02,3340323.89,0.0,0.0,601258.3,,3941582.19,26,,20QLRJJ6143SPZR,,,
GST2425000460,2024-06-02,2925815.88,0.0,0.0,526646.86,,3452462.74,20,,27BMFJL3720GXZO,,,
TAX/2425/00320,2024-06-02,3340323.89,0.0,0.0,601258.3,,3941582.19,26,,20QLRJJ6143SPZR,,,
GST2425000460,2024-06-02,2925815.88,0.0,0.0,526646.86,,3452462.74,20,,27BMFJL3720GXZO,,,
B2B-2425-0021,2024-05-31,1838351.97,0.0,0.0,514738.55,,2371474.04,14,,06NQQPY4472HPZ3,,,
2425-0201,2024-05-31,3921622.19,0.0,0.0,196081.11,,4117703.3,02,,20KPNGG6321U7ZL,,,
SI24250328,2024-05-31,4027273.6,0.0,0.0,201363.68,,4228637.28,01,,22TVHPP6202IAZZ,,,
GST-2425-000517,2024-05-31,2911878.55,0.0,0.0,145593.93,,3057472.48,10,,20SOELV7154AUZ7,,,
CIRC-2-1,2024-05-31,819916.25,0.0,0.0,147584.92,,967501.17,34,,20LABCR0354BEZN,,,
B2B-2425-0021,2024-05-31,1838351.97,0.0,0.0,514738.55,,2371474.04,14,,06NQQPY4472HPZ3,,,
2425-0201,2024-05-31,3921622.19,0.0,0.0,196081.11,,4117703.3,02,,20KPNGG6321U7ZL,,,
SI24250328,2024-05-31,4027273.6,0.0,0.0,201363.68,,4228637.28,01,,22TVHPP6202IAZZ,,,
GST-2425-000517,2024-05-31,2911878.55,0.0,0.0,145593.93,,3057472.48,10,,20SOELV7154AUZ7,,,
CIRC-2-1,2024-05-31,819916.25,0.0,0.0,147584.92,,967501.17,34,,20LABCR0354BEZN,,,
SI/2425/00056,2024-05-29,2489197.58,0.0,0.0,298703.71,,2787901.29,18,,16IBMPF0580C3ZS,,,
TAX-2425-322,2024-05-29,4873220.81,0.0,0.0,584786.5,,5458007.31,23,,07UECLL4476UDZZ,,,
SI/2425/00056,2024-05-29,2489197.58,0.0,0.0,298703.71,,2787901.29,18,,16IBMPF0580C3ZS,,,
TAX-2425-322,2024-05-29,4873220.81,0.0,0.0,584786.5,,5458007.31,23,,07UECLL4476UDZZ,,,
B2B-2425-000262,2024-05-27,150870.65,0.0,0.0,27156.72,,178027.37,23,,27BMFJL3720GXZO,,,
INV-2425-000462,2024-05-27,2730497.29,0.0,0.0,327659.67,,3058156.96,20,,01ANHAR2967D4ZW,,,
B2B-2425-000262,2024-05-27,150870.65,0.0,0.0,27156.72,,178027.37,23,,27BMFJL3720GXZO,,,
INV-2425-000462,2024-05-27,2730497.29,0.0,0.0,327659.67,,3058156.96,20,,01ANHAR2967D4ZW,,,
GST2425446,2024-05-26,2703138.79,0.0,0.0,486564.98,,3189703.77,05,,20LABCR0354BEZN,,,
GST2425446,2024-05-26,2703138.79,0.0,0.0,486564.98,,3189703.77,05,,20LABCR0354BEZN,,,
B2B242500395,2024-05-25,2516161.32,0.0,0.0,301939.36,,2818100.68,01,,07UECLL4476UDZZ,,,
B2B242500395,2024-05-25,2516161.32,0.0,0.0,301939.36,,2818100.68,01,,07UECLL4476UDZZ,,,
TAX/2425/0527,2024-05-24,2364189.9,0.0,0.0,425554.18,,2789744.08,18,,09VCYCP9274P5Z3,,,
GST-2425-559,2024-05-24,4061660.1,0.0,0.0,731098.82,,4792758.92,34,,33NZJPJ8685WOZ1,,,
TAX/2425/0527,2024-05-24,2364189.9,0.0,0.0,425554.18,,2789744.08,18,,09VCYCP9274P5Z3,,,
GST-2425-559,2024-05-24,4061660.1,0.0,0.0,731098.82,,4792758.92,34,,33NZJPJ8685WOZ1,,,
B2B2425309,2024-05-22,4086631.51,0.0,0.0,735593.67,,4822225.18,15,,10NGQBJ4498IOZV,,,
B2B2425309,2024-05-22,4086631.51,0.0,0.0,735593.67,,4822225.18,15,,10NGQBJ4498IOZV,,,
INV-2425-000028,2024-05-21,1161487.88,0.0,0.0,209067.82,,1370555.7,33,,06WCBJC5618JFZ7,,,
INV-2425-000028,2024-05-21,1161487.88,0.0,0.0,209067.82,,1370555.7,33,,06WCBJC5618JFZ7,,,
B2B-2425-00243,2024-05-20,643383.47,0.0,0.0,115809.02,,759192.49,34,,02BKOLB2495WPZY,,,
2425-0396,2024-05-20,691372.44,0.0,0.0,124447.04,,815819.48,01,,37OSFJM8611XFZ8,,,
B2B-2425-00243,2024-05-20,643383.47,0.0,0.0,115809.02,,759192.49,34,,02BKOLB2495WPZY,,,
2425-0396,2024-05-20,691372.44,0.0,0.0,124447.04,,815819.48,01,,37OSFJM8611XFZ8,,,
TAX-2425-029,2024-05-18,2990620.95,0.0,0.0,538311.77,,3528932.72,04,,14JXHTN3667Y5ZQ,,,
2425-000203,2024-05-18,3540709.79,0.0,0.0,177035.49,,3717745.28,07,,24EGTCU0607B9ZY,,,
TAX-2425-029,2024-05-18,2990620.95,0.0,0.0,538311.77,,3528932.72,04,,14JXHTN3667Y5ZQ,,,
2425-000203,2024-05-18,3540709.79,0.0,0.0,177035.49,,3717745.28,07,,24EGTCU0607B9ZY,,,
INV-2425-0164,2024-05-17,2108991.97,0.0,0.0,0.0,,2108991.97,07,,22TVHPP6202IAZZ,,,
GST24250269,2024-05-17,1565308.8,0.0,0.0,281755.58,,1847064.38,37,,06NQQPY4472HPZ3,,,
INV-2425-0164,2024-05-17,2108991.97,0.0,0.0,0.0,,2108991.97,07,,22TVHPP6202IAZZ,,,
GST24250296,2024-05-16,1837118.47,0.0,0.0,330681.32,,2167799.79,27,,08BYBAH1011VBZU,,,
2425398,2024-05-16,3413498.52,0.0,0.0,614429.73,,4027928.25,06,,20LABCR0354BEZN,,,
GST24250296,2024-05-16,1837118.47,0.0,0.0,330681.32,,2167799.79,27,,08BYBAH1011VBZU,,,
2425398,2024-05-16,4248784.1,0.0,0.0,614429.73,,4863213.83,06,,20LABCR0354BEZN,,,
TAX-2425-00098,2024-05-15,4385366.61,0.0,0.0,789365.99,,5174732.6,20,,26RCLJF0323YVZ3,,,
B2B-2425-000352,2024-05-15,3881892.2,0.0,0.0,194094.61,,4075986.81,24,,08BYBAH1011VBZU,,,
2425/543,2024-05-15,2384473.66,0.0,0.0,667652.62,,3075971.02,08,,20LABCR0354BEZN,,,
TAX-2425-00098,2024-05-15,4385366.61,0.0,0.0,789365.99,,5174732.6,20,,26RCLJF0323YVZ3,,,
B2B-2425-000352,2024-05-15,3881892.2,0.0,0.0,194094.61,,4075986.81,24,,08BYBAH1011VBZU,,,
2425/543,2024-05-15,2384473.66,0.0,0.0,667652.62,,3075971.02,08,,20LABCR0354BEZN,,,
TAX/2425/0476,2024-05-14,1098810.5,0.0,0.0,54940.53,,1153751.03,33,,10NGQBJ4498IOZV,,,
TAX/2425/0476,2024-05-14,1098810.5,0.0,0.0,0.0,,1098810.5,33,,10NGQBJ4498IOZV,,,
B2B24250207,2024-05-13,2793017.66,0.0,0.0,139650.88,,2932668.54,17,,27ZSUCJ1036MKZT,,,
B2B24250207,2024-05-13,2793017.66,0.0,0.0,139650.88,,2932668.54,17,,27ZSUCJ1036MKZT,,,
B2B-2425-054,2024-05-12,1663814.61,0.0,0.0,299486.63,,1963301.24,35,,27BMFJL3720GXZO,,,
2425-000137,2024-05-12,4153665.43,0.0,0.0,747659.78,,4901325.21,06,,18PSFGQ4980NTZ8,,,
B2B-2425-054,2024-05-12,1663814.61,0.0,0.0,299486.63,,1963301.24,35,,27BMFJL3720GXZO,,,
2425-000137,2024-05-12,4153665.43,0.0,0.0,747659.78,,4901325.21,06,,18PSFGQ4980NTZ8,,,
TAX/2425/00229,2024-05-11,3637080.59,0.0,0.0,654674.51,,4291755.1,33,,14JXHTN3667Y5ZQ,,,
TAX/2425/00229,2024-05-11,3637080.59,0.0,0.0,654674.51,,4291755.1,33,,14JXHTN3667Y5ZQ,,,
INV-2425-000480,2024-05-10,3360136.16,0.0,0.0,604824.51,,3964960.67,26,,24EGTCU0607B9ZY,,,
242500576,2024-05-10,1057085.33,0.0,0.0,190275.36,,1247360.69,01,,06LHWCW4227D3ZC,,,
INV-2425-000480,2024-05-10,3360136.16,0.0,0.0,604824.51,,3964960.67,26,,24EGTCU0607B9ZY,,,
242500576,2024-05-10,1057085.33,0.0,0.0,190275.36,,1247360.69,01,,06LHWCW4227D3ZC,,,
GST/2425/303,2024-05-09,2999509.1,0.0,0.0,539911.64,,3539420.74,02,,08BYBAH1011VBZU,,,
GST/2425/303,2024-05-09,2999509.1,0.0,0.0,539911.64,,3539420.74,02,,08BYBAH1011VBZU,,,
TAX/2425/00204,2024-05-08,3285116.1,0.0,0.0,591320.9,,3876437.0,16,,14JXHTN3667Y5ZQ,,,
B2B/2425/00257,2024-05-08,4885916.61,0.0,0.0,1368056.65,,6253973.26,06,,36FGYBH3187T9ZK,,,
SI-2425-414,2024-05-08,4672809.56,0.0,0.0,841105.72,,5513915.28,05,,01TLXTG7331WGZ2,,,
B2B-2425-0531,2024-05-08,3011506.45,0.0,0.0,542071.16,,3553577.61,21,,15JRSBT6524ILZ6,,,
TAX/2425/00204,2024-05-08,3285116.1,0.0,0.0,591320.9,,3876437.0,16,,14JXHTN3667Y5ZQ,,,
B2B/2425/00257,2024-05-08,4885916.61,0.0,0.0,1368056.65,,6253973.26,06,,36FGYBH3187T9ZK,,,
SI-2425-414,2024-05-08,4672809.56,0.0,0.0,841105.72,,5513915.28,05,,01TLXTG7331WGZ2,,,
B2B-2425-0531,2024-05-08,3011506.45,0.0,0.0,542071.16,,3553577.61,21,,15JRSBT6524ILZ6,,,
2425-208,2024-05-06,2116046.82,0.0,0.0,380888.43,,2496935.25,07,,02TQTFI5946D6ZP,,,
TAX/2425/000478,2024-05-06,1639641.2,0.0,0.0,295135.42,,1934776.62,02,,34UKYPI8225VZZF,,,
2425-208,2024-05-06,2116046.82,0.0,0.0,380888.43,,2496935.25,07,,02TQTFI5946D6ZP,,,
TAX/2425/000478,2024-05-06,1639641.2,0.0,0.0,295135.42,,1934776.62,02,,34UKYPI8225VZZF,,,
GST/2425/043,2024-05-04,4512577.91,0.0,0.0,812264.02,,5324841.93,06,,10NGQBJ4498IOZV,,,
GST/2425/043,2024-05-04,4512577.91,0.0,0.0,812264.02,,5324841.93,06,,10NGQBJ4498IOZV,,,
GST/2425/00594,2024-05-03,1572659.62,0.0,0.0,283078.73,,1855738.35,34,,01DEMBO8806RVZQ,,,
CIRC-1-1,2024-05-03,2194918.04,0.0,0.0,395085.25,,2590003.29,04,,22WJNGF2848XQZL,,,
GST/2425/00594,2024-05-03,1572659.62,0.0,0.0,283078.73,,1855738.35,34,,01DEMBO8806RVZQ,,,
CIRC-1-1,2024-05-03,2194918.04,0.0,0.0,395085.25,,2590003.29,04,,22WJNGF2848XQZL,,,
INV2425171,2024-05-02,3759241.68,0.0,0.0,676663.5,,4435905.18,03,,07UECLL4476UDZZ,,,
TAX-2425-00463,2024-05-02,2319762.5,0.0,0.0,417557.25,,2737319.75,01,,12BUHHN1557FAZ2,,,
B2B/2425/0580,2024-05-02,3368873.06,0.0,0.0,606397.15,,3975270.21,33,,35DDMPR5986XVZY,,,
INV2425171,2024-05-02,3759241.68,0.0,0.0,676663.5,,4435905.18,03,,07UECLL4476UDZZ,,,
TAX-2425-00463,2024-05-02,2319762.5,0.0,0.0,417557.25,,2737319.75,01,,12BUHHN1557FAZ2,,,
B2B/2425/0580,2024-05-02,3368873.06,0.0,0.0,606397.15,,3975270.21,33,,35DDMPR5986XVZY,,,
GST2425390,2024-05-01,790385.48,0.0,0.0,0.0,,790385.48,10,,14JXHTN3667Y5ZQ,,,
B2B/2425/571,2024-05-01,2727914.82,0.0,0.0,327349.78,,3055264.6,23,,04RCLJF0323YNZH,,,
GST2425390,2024-05-01,790385.48,0.0,0.0,0.0,,790385.48,10,,14JXHTN3667Y5ZQ,,,
B2B/2425/571,2024-05-01,2727914.82,0.0,0.0,327349.78,,3055264.6,23,,04RCLJF0323YNZH,,,
INV-2425-0051,2024-04-30,166322.15,0.0,0.0,29937.99,,196260.14,34,,22SAYPV7763CRZW,,,
SI-2425-0474,2024-04-30,1668384.14,0.0,0.0,300309.15,,1968693.29,36,,26YWZFS3843P3Z4,,,
INV-2425-0051,2024-04-30,166322.15,0.0,0.0,29937.99,,196260.14,34,,22SAYPV7763CRZW,,,
SI-2425-0474,2024-04-30,1668384.14,0.0,0.0,300309.15,,1968693.29,36,,26YWZFS3843P3Z4,,,
GST-2425-0471,2024-04-29,714072.05,0.0,0.0,85688.65,,799760.7,24,,36FGYBH3187T9ZK,,,
GST-2425-0471,2024-04-29,714072.05,0.0,0.0,85688.65,,799760.7,24,,36FGYBH3187T9ZK,,,
2425484,2024-04-28,3914267.2,0.0,0.0,469712.06,,4383979.26,33,,02BKOLB2495WPZY,,,
GST242500485,2024-04-28,4886655.35,0.0,0.0,879597.96,,5766253.31,02,,34KBJLI9726XZZJ,,,
2425484,2024-04-28,3914267.2,0.0,0.0,469712.06,,4383979.26,33,,02BKOLB2495WPZY,,,
GST242500485,2024-04-28,4886655.35,0.0,0.0,879597.96,,5766253.31,02,,34KBJLI9726XZZJ,,,
24250285,2024-04-26,1935117.84,0.0,0.0,96755.89,,2031873.73,01,,35DDMPR5986XVZY,,,
TAX/2425/000548,2024-04-26,1461597.46,0.0,0.0,263087.54,,1724685.0,09,,33NZJPJ8685WOZ1,,,
GST/2425/000572,2024-04-26,4566710.36,0.0,0.0,822007.86,,5388718.22,35,,07UECLL4476UDZZ,,,
24250285,2024-04-26,1935117.84,0.0,0.0,96755.89,,2031873.73,01,,35DDMPR5986XVZY,,,
TAX/2425/000548,2024-04-26,1461597.46,0.0,0.0,263087.54,,1724685.0,09,,33NZJPJ8685WOZ1,,,
GST/2425/000572,2024-04-26,4566710.36,0.0,0.0,822007.86,,5388718.22,35,,07UECLL4476UDZZ,,,
B2B2425128,2024-04-25,4981142.24,0.0,0.0,1394719.83,,6375862.07,20,,08BYBAH1011VBZU,,,
SI-2425-258,2024-04-25,302371.5,0.0,0.0,54426.87,,356798.37,02,,22WJNGF2848XQZL,,,
2425-0351,2024-04-25,2608191.42,0.0,0.0,469474.46,,3077665.88,20,,24EGTCU0607B9ZY,,,
B2B2425128,2024-04-25,4981142.24,0.0,0.0,1394719.83,,6375862.07,20,,08BYBAH1011VBZU,,,
SI-2425-258,2024-04-25,302371.5,0.0,0.0,54426.87,,356798.37,02,,22WJNGF2848XQZL,,,
2425-0351,2024-04-25,2608191.42,0.0,0.0,469474.46,,3077665.88,20,,24EGTCU0607B9ZY,,,
B2B/2425/040,2024-04-24,1820518.51,0.0,0.0,327693.33,,2148211.84,20,,06LHWCW4227D3ZC,,,
TAX/2425/00069,2024-04-24,4902968.32,0.0,0.0,245148.42,,5148116.74,10,,12BUHHN1557FAZ2,,,
TAX-2425-000227,2024-04-24,3694003.37,0.0,0.0,184700.17,,3878703.54,21,,01DEMBO8806RVZQ,,,
B2B/2425/040,2024-04-24,1820518.51,0.0,0.0,327693.33,,2148211.84,20,,06LHWCW4227D3ZC,,,
TAX/2425/00069,2024-04-24,4902968.32,0.0,0.0,245148.42,,5148116.74,10,,12BUHHN1557FAZ2,,,
B2B/2425/0292,2024-04-22,1095785.52,0.0,0.0,54789.28,,1150574.8,02,,01TLXTG7331WGZ2,,,
2425495,2024-04-22,841769.79,0.0,0.0,151518.56,,993288.35,26,,24EGTCU0607B9ZY,,,
B2B/2425/0292,2024-04-22,1095785.52,0.0,0.0,54789.28,,1150574.8,02,,01TLXTG7331WGZ2,,,
2425495,2024-04-22,841769.79,0.0,0.0,151518.56,,993288.35,26,,24EGTCU0607B9ZY,,,
GST242500166,2024-04-21,3959107.08,0.0,0.0,712639.27,,4671746.35,18,,01MIMHZ2258RGZ6,,,
TAX/2425/0253,2024-04-21,1329550.93,0.0,0.0,239319.17,,1568870.1,34,,12BUHHN1557FAZ2,,,
B2B-2425-00544,2024-04-21,4694859.62,0.0,0.0,0.0,,4694859.62,06,,23ZNYBI1921NDZD,,,
GST242500166,2024-04-21,3959107.08,0.0,0.0,712639.27,,4671746.35,18,,01MIMHZ2258RGZ6,,,
TAX/2425/0253,2024-04-21,1329550.93,0.0,0.0,239319.17,,1568870.1,34,,12BUHHN1557FAZ2,,,
B2B-2425-00544,2024-04-21,4694859.62,0.0,0.0,0.0,,4694859.62,06,,23ZNYBI1921NDZD,,,
SI/2425/00020,2024-04-20,1492662.66,0.0,0.0,0.0,,1492662.66,06,,27ZSUCJ1036MKZT,,,
2425/00163,2024-04-20,1253778.06,0.0,0.0,0.0,,1253778.06,20,,23ZNYBI1921NDZD,,,
INV/2425/000406,2024-04-20,71783.18,0.0,0.0,8613.98,,80397.16,23,,22SAYPV7763CRZW,,,
SI/2425/434,2024-04-20,2372696.9,0.0,0.0,427085.44,,2799782.34,01,,27BMFJL3720GXZO,,,
SI/2425/00020,2024-04-20,1492662.66,0.0,0.0,0.0,,1492662.66,06,,27ZSUCJ1036MKZT,,,
2425/00163,2024-04-20,1253778.06,0.0,0.0,0.0,,1253778.06,20,,23ZNYBI1921NDZD,,,
INV/2425/000406,2024-04-20,71783.18,0.0,0.0,8613.98,,80397.16,23,,22SAYPV7763CRZW,,,
SI/2425/434,2024-04-20,2372696.9,0.0,0.0,427085.44,,2799782.34,01,,27BMFJL3720GXZO,,,
SI/2425/575,2024-04-20,2399591.38,0.0,0.0,431926.45,,2831517.83,02,,20KPNGG6321U7ZL,,,
SI-2425-0068,2024-04-19,1303820.99,0.0,0.0,234687.78,,1538508.77,20,,16RNUCV0563YVZX,,,
TAX242500598,2024-04-19,4502999.68,0.0,0.0,540359.96,,5043359.64,01,,02YKTPZ6224AQZR,,,
SI-2425-0068,2024-04-19,1303820.99,0.0,0.0,234687.78,,1538508.77,20,,16RNUCV0563YVZX,,,
